Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S22741835,Pine Warbler,Setophaga pinus,33616,1,US-VA,Newport News,L11078212,Hilton Village,37.0316034,-76.4612354,2015-04-04,09:30 AM,eBird - Stationary Count,20,1,,,1
S32888256,Pine Warbler,Setophaga pinus,33616,X,US-VA,Newport News,L11078212,Hilton Village,37.0316034,-76.4612354,2015-04-29,,Historical,0,0,,,,,,Baseline data for listing purposes. All birds seen/heard from yard
S42461118,Pine Warbler,Setophaga pinus,33616,1,US-VA,Newport News,L11078212,Hilton Village,37.0316034,-76.4612354,2018-02-03,02:15 PM,eBird - Stationary Count,30,1,,,1,,,,84451761
S51912372,Pine Warbler,Setophaga pinus,33616,1,US-VA,Newport News,L11078212,Hilton Village,37.0316034,-76.4612354,2019-01-21,11:12 AM,eBird - Stationary Count,5,1,,,1
S66739999,Pine Warbler,Setophaga pinus,33616,1,US-VA,Newport News,L11078212,Hilton Village,37.0316034,-76.4612354,2020-04-06,04:42 PM,eBird - Stationary Count,29,1,,,1,,,Birding from the yard.
S66765997,Pine Warbler,Setophaga pinus,33616,4,US-VA,Newport News,L11078212,Hilton Village,37.0316034,-76.4612354,2020-04-07,07:41 AM,eBird - Traveling Count,99,1,2.936,,1,,,"Walking through Hilton. Loons were in full breeding plumage, neat to see. Field Sparrow a first for me in the neighborhood."
S66812334,Pine Warbler,Setophaga pinus,33616,2,US-VA,Newport News,L11078212,Hilton Village,37.0316034,-76.4612354,2020-04-08,07:45 AM,eBird - Traveling Count,90,1,3.247,,1,,,"Cloudy, light breeze."
S67461216,Pine Warbler,Setophaga pinus,33616,1,US-VA,Newport News,L11078212,Hilton Village,37.0316034,-76.4612354,2020-04-19,08:06 AM,eBird - Traveling Count,80,1,2.237,,1
S67574318,Pine Warbler,Setophaga pinus,33616,2,US-VA,Newport News,L11078212,Hilton Village,37.0316034,-76.4612354,2020-04-21,07:04 AM,eBird - Traveling Count,71,1,2.05,,1
S68092778,Pine Warbler,Setophaga pinus,33616,2,US-VA,Newport News,L11078212,Hilton Village,37.0316034,-76.4612354,2020-04-30,06:40 AM,eBird - Traveling Count,101,1,3.921,,1,,,"Quite windy, making aural birding challenging."
S68176353,Pine Warbler,Setophaga pinus,33616,4,US-VA,Newport News,L11078212,Hilton Village,37.0316034,-76.4612354,2020-05-01,06:58 AM,eBird - Traveling Count,93,1,2.663,,1
S68967031,Pine Warbler,Setophaga pinus,33616,2,US-VA,Newport News,L11078212,Hilton Village,37.0316034,-76.4612354,2020-05-13,07:07 AM,eBird - Traveling Count,69,1,2.456,,1
S79407881,Pine Warbler,Setophaga pinus,33616,1,US-VA,Newport News,L11078212,Hilton Village,37.0316034,-76.4612354,2021-01-17,10:12 AM,eBird - Stationary Count,110,1,,,1,,,"Low 40s, clear, calm. Very activity mid morning in backyard."
S80714192,Pine Warbler,Setophaga pinus,33616,1,US-VA,Newport News,L11078212,Hilton Village,37.0316034,-76.4612354,2021-02-09,01:53 PM,eBird - Stationary Count,25,0,,,1,,,Porch birding.
S81697217,Pine Warbler,Setophaga pinus,33616,2,US-VA,Newport News,L11078212,Hilton Village,37.0316034,-76.4612354,2021-02-15,09:18 AM,eBird - Stationary Count,20,1,,,1
S81844871,Pine Warbler,Setophaga pinus,33616,1,US-VA,Newport News,L11078212,Hilton Village,37.0316034,-76.4612354,2021-02-17,11:22 AM,eBird - Stationary Count,25,1,,,1
S42814877,Pine Warbler,Setophaga pinus,33616,1,US-VA,Newport News,L5419658,Huntington Park,37.0190531,-76.4543456,2018-02-15,03:13 PM,eBird - Traveling Count,30,1,.805,,1
S101267029,Pine Warbler,Setophaga pinus,33616,1,US-VA,Newport News,L5419658,Huntington Park,37.0190531,-76.4543456,2022-01-22,03:07 PM,eBird - Traveling Count,100,1,2.379,,2
S67691413,Pine Warbler,Setophaga pinus,33616,1,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2020-04-23,03:07 PM,eBird - Traveling Count,32,1,.968,,1
S81362697,Pine Warbler,Setophaga pinus,33616,1,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2021-02-14,11:02 AM,eBird - Traveling Count,25,1,.322,,1,,,"Large mixed flock of YRWA, PAWA and juncos moving through the open field of the park."
S106319049,Pine Warbler,Setophaga pinus,33616,2,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2022-04-05,08:06 AM,eBird - Traveling Count,14,1,.322,,1
S106429710,Pine Warbler,Setophaga pinus,33616,1,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2022-04-06,06:30 PM,eBird - Traveling Count,41,1,.322,,1
S106450829,Pine Warbler,Setophaga pinus,33616,1,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2022-04-07,08:24 AM,eBird - Traveling Count,11,1,.161,,1
S22754010,Pine Warbler,Setophaga pinus,33616,1,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2015-04-05,07:50 AM,eBird - Traveling Count,270,1,8.047,,1
S22741675,Pine Warbler,Setophaga pinus,33616,1,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2015-04-07,10:00 AM,eBird - Traveling Count,120,1,1.609,,1
S35907941,Pine Warbler,Setophaga pinus,33616,2,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2017-04-12,06:33 PM,eBird - Traveling Count,50,1,.402,,1
S36010402,Pine Warbler,Setophaga pinus,33616,2,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2017-04-13,06:03 PM,eBird - Traveling Count,25,1,.161,,1
S36682320,Pine Warbler,Setophaga pinus,33616,3,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2017-05-08,04:15 PM,eBird - Traveling Count,30,1,.805,,2
S37008299,Pine Warbler,Setophaga pinus,33616,1,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2017-05-13,10:30 AM,eBird - Traveling Count,25,1,.322,,1
S39353356,Pine Warbler,Setophaga pinus,33616,1,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2017-09-23,06:25 PM,eBird - Traveling Count,20,1,.322,,1
S43756706,Pine Warbler,Setophaga pinus,33616,1,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2018-03-18,03:15 PM,eBird - Traveling Count,45,1,.402,,1
S44645427,Pine Warbler,Setophaga pinus,33616,1,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2018-04-16,05:47 PM,eBird - Traveling Count,70,1,2.012,,1
S44756564,Pine Warbler,Setophaga pinus,33616,6,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2018-04-20,01:28 PM,eBird - Traveling Count,120,1,2.414,,1
S45431084,Pine Warbler,Setophaga pinus,33616,1,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2018-05-07,05:00 PM,eBird - Casual Observation,,0,,,1,,,Seen/heard while running the trail
S45821817,Pine Warbler,Setophaga pinus,33616,5,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2018-05-19,08:04 AM,eBird - Traveling Count,170,1,7.242,,1
S49141208,Pine Warbler,Setophaga pinus,33616,5,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2018-10-12,07:49 AM,eBird - Traveling Count,240,1,1.609,,1
S49162428,Pine Warbler,Setophaga pinus,33616,5,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2018-10-13,09:29 AM,eBird - Traveling Count,240,1,8.047,,1,,,"Walked the full loop. Happened upon 3 very active  and diverse mixed flocks that yielded pretty much all the warblers seen, save some YRWA and the two Ovenbirds which were seen separately and in isolation. "
S54979388,Pine Warbler,Setophaga pinus,33616,2,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2019-04-15,08:41 AM,eBird - Traveling Count,45,1,.483,,1
S55162474,Pine Warbler,Setophaga pinus,33616,3,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2019-04-20,07:36 AM,eBird - Traveling Count,120,1,4.828,,1
S55203245,Pine Warbler,Setophaga pinus,33616,3,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2019-04-21,07:45 AM,eBird - Traveling Count,33,1,6.598,,1,,,"A few seen, mostly heard while running. "
S68151048,Pine Warbler,Setophaga pinus,33616,4,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2020-04-30,05:48 PM,eBird - Traveling Count,79,1,3.03,,1
S68234821,Pine Warbler,Setophaga pinus,33616,4,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2020-05-02,06:46 AM,eBird - Traveling Count,135,1,3.682,,1,,,Light on warbler variety today.
S68432765,Pine Warbler,Setophaga pinus,33616,6,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2020-05-05,06:21 AM,eBird - Traveling Count,117,1,3.438,,1
S68587494,Pine Warbler,Setophaga pinus,33616,5,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2020-05-08,06:13 AM,eBird - Traveling Count,128,1,3.944,,1
S69074567,Pine Warbler,Setophaga pinus,33616,7,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2020-05-15,06:11 AM,eBird - Traveling Count,117,1,3.494,,1
S80511348,Pine Warbler,Setophaga pinus,33616,2,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2021-02-06,10:03 AM,eBird - Traveling Count,35,1,.822,,1,,,Exclusively worked the field across from Warwick HS
S80663892,Pine Warbler,Setophaga pinus,33616,1,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2021-02-08,02:52 PM,eBird - Traveling Count,41,1,.644,,1,,,"Mostly in field across from HS, briefly on trail."
S106331161,Pine Warbler,Setophaga pinus,33616,11,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2022-04-05,09:36 AM,eBird - Traveling Count,106,1,2.575,,1
S106588984,Pine Warbler,Setophaga pinus,33616,4,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2022-04-09,07:26 AM,eBird - Traveling Count,57,1,1.931,,1
S106858305,Pine Warbler,Setophaga pinus,33616,3,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2022-04-12,08:59 AM,eBird - Traveling Count,67,1,2.414,,1
S107641983,Pine Warbler,Setophaga pinus,33616,7,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2022-04-21,03:34 PM,eBird - Traveling Count,86,1,2.173,,1
S107850607,Pine Warbler,Setophaga pinus,33616,4,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2022-04-23,07:24 AM,eBird - Traveling Count,67,1,2.173,,1
S107882557,Pine Warbler,Setophaga pinus,33616,5,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2022-04-24,07:43 AM,eBird - Traveling Count,80,1,2.173,,1
S109500721,Pine Warbler,Setophaga pinus,33616,5,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2022-05-09,01:26 PM,eBird - Traveling Count,232,1,5.633,,1,,,Windy conditions seemed to push a lot of birds down out of canopy.
S109618601,Pine Warbler,Setophaga pinus,33616,2,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2022-05-10,06:22 AM,eBird - Traveling Count,65,1,1.77,,2
S109797205,Pine Warbler,Setophaga pinus,33616,6,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2022-05-12,11:56 AM,eBird - Traveling Count,195,1,5.15,,1,,,"62, light rain on and off. The last .5 miles it began raining hard and I hoofed it back to the car pretty hastily, but before that the entire outing yielded a bevy of activity."
S109933493,Pine Warbler,Setophaga pinus,33616,5,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2022-05-13,05:02 PM,eBird - Traveling Count,124,1,4.667,,1,,,"75, sunny. Almost eerily quiet compared to yesterday, though a pretty decent variety of species. 4 BTBW compared to 18 yesterday; 6 NOPA vs 23 yesterday; 13 YRWA vs 28, on what was nearly the same circuit."
S110091760,Pine Warbler,Setophaga pinus,33616,8,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2022-05-14,12:48 PM,eBird - Traveling Count,185,1,5.23,,1,,,"74, sunny and humid."
S110223313,Pine Warbler,Setophaga pinus,33616,10,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2022-05-15,06:05 AM,eBird - Traveling Count,270,1,8.851,,1
S111439548,Pine Warbler,Setophaga pinus,33616,4,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2022-05-27,04:30 PM,eBird - Traveling Count,99,1,3.38,,1,,,Enjoyed a run in with a fox on Boundary rd.
S133601556,Pine Warbler,Setophaga pinus,33616,3,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2023-04-13,08:33 AM,eBird - Traveling Count,10,1,.282,,1
S134023091,Pine Warbler,Setophaga pinus,33616,5,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2023-04-16,03:58 PM,eBird - Traveling Count,107,1,4.023,,1
S134179501,Pine Warbler,Setophaga pinus,33616,7,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2023-04-18,06:58 AM,eBird - Traveling Count,225,1,4.023,,1
S134360905,Pine Warbler,Setophaga pinus,33616,5,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2023-04-20,06:48 AM,eBird - Traveling Count,135,1,2.816,,1
S134571140,Pine Warbler,Setophaga pinus,33616,2,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2023-04-22,07:58 AM,eBird - Traveling Count,65,1,1.127,,1
S135228459,Pine Warbler,Setophaga pinus,33616,3,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2023-04-27,04:36 PM,eBird - Traveling Count,90,0,1.931,,1
S135319552,Pine Warbler,Setophaga pinus,33616,4,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2023-04-28,02:44 PM,eBird - Traveling Count,94,1,2.736,,1
S136979404,Pine Warbler,Setophaga pinus,33616,2,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2023-05-10,05:53 PM,eBird - Traveling Count,81,1,2.414,,1
S137395168,Pine Warbler,Setophaga pinus,33616,5,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2023-05-13,06:24 AM,eBird - Traveling Count,261,1,6.84,,1
S138432122,Pine Warbler,Setophaga pinus,33616,1,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2023-05-19,06:00 PM,eBird - Traveling Count,35,1,1.609,,1,,,A relatively quiet evening.
S150271102,Pine Warbler,Setophaga pinus,33616,4,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2023-09-19,06:47 AM,eBird - Traveling Count,210,1,.209,,2,,,"&#x1f32b;☀️  Mist - clear sky  Temperature: 58 - 70°F  Wind: Light breeze  Wind Direction: SW - N  Cloud Cover: 0%  Humidity: 63 - 88%  Sunrise: 6:51am  Weather generated by <a href=""https://raincrow.netlify.app/"">RainCrow</a>    Spent much of the morning working the NW edge of the field across from Warwick HS, which was easily the most productive section of the excursion."
S22741912,Pine Warbler,Setophaga pinus,33616,1,US-VA,Newport News,L3546709,Newport News Park,37.1969606,-76.5517581,2015-03-10,12:00 PM,eBird - Traveling Count,165,1,4.828,,1,,"I spotted the bird foraging on the ground near the intersection of the bike trail and --. My second warbler and first positively ID'd ""in the field""."
S32773600,Pine Warbler,Setophaga pinus,33616,13,US-VA,Newport News,L718631,Newport News Park,37.1802,-76.5476,2016-04-16,07:30 AM,eBird - Traveling Count,240,1,4.,,1
S36423481,Pine Warbler,Setophaga pinus,33616,7,US-VA,Newport News,L718631,Newport News Park,37.1802,-76.5476,2017-04-30,10:04 AM,eBird - Traveling Count,150,1,5.633,,1
S36585103,Pine Warbler,Setophaga pinus,33616,7,US-VA,Newport News,L718631,Newport News Park,37.1802,-76.5476,2017-05-06,07:04 AM,eBird - Traveling Count,210,1,6.437,,1
S37849533,Pine Warbler,Setophaga pinus,33616,6,US-VA,Newport News,L718631,Newport News Park,37.1802,-76.5476,2017-06-28,08:03 AM,eBird - Traveling Count,240,1,5.633,,1
S42839379,Pine Warbler,Setophaga pinus,33616,2,US-VA,Newport News,L718631,Newport News Park,37.1802,-76.5476,2018-02-16,09:43 AM,eBird - Traveling Count,45,1,1.609,,1
S66703067,Pine Warbler,Setophaga pinus,33616,4,US-VA,Newport News,L718631,Newport News Park,37.1802,-76.5476,2020-04-05,12:30 PM,eBird - Casual Observation,,0,,,1,,,Heard/seen while doing my long run.
S69245875,Pine Warbler,Setophaga pinus,33616,4,US-VA,Newport News,L718631,Newport News Park,37.1802,-76.5476,2020-05-16,11:48 AM,eBird - Casual Observation,,0,,,1
S106354077,Pine Warbler,Setophaga pinus,33616,3,US-VA,Newport News,L718631,Newport News Park,37.1802,-76.5476,2022-04-05,02:36 PM,eBird - Traveling Count,116,1,4.748,,1
S108720829,Pine Warbler,Setophaga pinus,33616,3,US-VA,Newport News,L718631,Newport News Park,37.1802,-76.5476,2022-05-02,06:30 AM,eBird - Traveling Count,250,1,6.489,,2
S134443688,Pine Warbler,Setophaga pinus,33616,2,US-VA,Newport News,L718631,Newport News Park,37.1802,-76.5476,2023-04-20,05:15 PM,eBird - Traveling Count,75,1,2.012,,1,,,Walk with Ro
S135400736,Pine Warbler,Setophaga pinus,33616,2,US-VA,Newport News,L718631,Newport News Park,37.1802,-76.5476,2023-04-29,06:05 AM,eBird - Traveling Count,250,1,7.805,,2
S137226482,Pine Warbler,Setophaga pinus,33616,10,US-VA,Newport News,L718631,Newport News Park,37.1802,-76.5476,2023-05-12,06:21 AM,eBird - Traveling Count,355,1,10.944,,1,,,"Really quite a few summer tanagers. Good counts of other species as well, though a notable paucity of certain warblers, thrushes, catbirds. 1 eastern mud turtle, and 1 good sized yellow-bellied slider ovipositing in a hole she’d dug out just to the side of the bike path. Two ~3 foot rat snakes."
S82701454,Pine Warbler,Setophaga pinus,33616,3,US-VA,Newport News,L5719194,Peterson's Yacht Basin,36.983808,-76.3974774,2021-03-03,05:02 PM,eBird - Traveling Count,1,1,.161,,1
S52339015,Pine Warbler,Setophaga pinus,33616,1,US-VA,Newport News,L5257627,Riverfront Park,37.0284941,-76.4644991,2019-02-03,01:28 PM,eBird - Stationary Count,20,1,,,1
S33252444,Pine Warbler,Setophaga pinus,33616,1,US-VA,Newport News,L3015438,Riverview Farm Park,37.0884939,-76.5302038,2016-12-28,11:00 AM,eBird - Traveling Count,75,1,.402,,1
S32432874,Pine Warbler,Setophaga pinus,33616,1,US-VA,Newport News,L5042910,Stony Run Athletic Complex,37.1413538,-76.539613,2016-11-08,07:15 AM,eBird - Traveling Count,200,1,2.414,,1
S36320098,Pine Warbler,Setophaga pinus,33616,1,US-VA,Newport News,L5042910,Stony Run Athletic Complex,37.1413538,-76.539613,2017-04-27,06:39 PM,eBird - Traveling Count,90,1,2.012,,1
S37151223,Pine Warbler,Setophaga pinus,33616,1,US-VA,Newport News,L5042910,Stony Run Athletic Complex,37.1413538,-76.539613,2017-05-26,06:39 AM,eBird - Traveling Count,70,1,.644,,1
S37808064,Pine Warbler,Setophaga pinus,33616,1,US-VA,Newport News,L5042910,Stony Run Athletic Complex,37.1413538,-76.539613,2017-06-25,06:54 PM,eBird - Stationary Count,30,1,,,1
S37881354,Pine Warbler,Setophaga pinus,33616,1,US-VA,Newport News,L5042910,Stony Run Athletic Complex,37.1413538,-76.539613,2017-06-30,06:15 AM,eBird - Traveling Count,120,1,.805,,1
S41790375,Pine Warbler,Setophaga pinus,33616,2,US-VA,Newport News,L5042910,Stony Run Athletic Complex,37.1413538,-76.539613,2018-01-10,08:46 AM,eBird - Traveling Count,60,1,.644,,1
S43092913,Pine Warbler,Setophaga pinus,33616,3,US-VA,Newport News,L5042910,Stony Run Athletic Complex,37.1413538,-76.539613,2018-02-22,02:30 PM,eBird - Stationary Count,18,1,,,1,,"Highly vocal, from several points around the park. "
S44093093,Pine Warbler,Setophaga pinus,33616,1,US-VA,Newport News,L5042910,Stony Run Athletic Complex,37.1413538,-76.539613,2018-03-30,02:39 PM,eBird - Traveling Count,40,1,.402,,1
S44697179,Pine Warbler,Setophaga pinus,33616,1,US-VA,Newport News,L5042910,Stony Run Athletic Complex,37.1413538,-76.539613,2018-04-18,02:28 PM,eBird - Traveling Count,30,1,.483,,1
