Row #,Taxon Order,Category,Common Name,Scientific Name,Count,Location,S/P,Date,LocID,SubID,Exotic,Countable
764,23673,species,Caribbean Martin,Progne dominicensis,,Bosque Estatal de Piñones,PR-LZ,28 May 2015,L323796,S32896560,,1
765,18842,species,Puerto Rican Vireo,Vireo latimeri,1,Bosque Estatal de Piñones,PR-LZ,28 May 2015,L323796,S32896560,,1
766,17162,species,Loggerhead Kingbird,Tyrannus caudifasciatus,,Bosque Estatal de Piñones,PR-LZ,28 May 2015,L323796,S32896560,,1
767,17158,species,Gray Kingbird,Tyrannus dominicensis,2,Bosque Estatal de Piñones,PR-LZ,28 May 2015,L323796,S32896560,,1
768,7487,species,Western Cattle Egret,Bubulcus ibis,2,Bosque Estatal de Piñones,PR-LZ,28 May 2015,L323796,S32896560,,1
769,7402,species,Tricolored Heron,Egretta tricolor,1,Bosque Estatal de Piñones,PR-LZ,28 May 2015,L323796,S32896560,,1
770,7364,species,Yellow-crowned Night Heron,Nyctanassa violacea,1,Bosque Estatal de Piñones,PR-LZ,28 May 2015,L323796,S32896560,,1
771,7340,species,Least Bittern,Ixobrychus exilis,1,Bosque Estatal de Piñones,PR-LZ,28 May 2015,L323796,S32896560,,1
772,7147,species,Magnificent Frigatebird,Fregata magnificens,1,Bosque Estatal de Piñones,PR-LZ,28 May 2015,L323796,S32896560,,1
773,4374,species,Green-throated Carib,Eulampis holosericeus,1,Bosque Estatal de Piñones,PR-LZ,28 May 2015,L323796,S32896560,,1
774,3233,species,Mangrove Cuckoo,Coccyzus minor,1,Bosque Estatal de Piñones,PR-LZ,28 May 2015,L323796,S32896560,,1
775,2408,species,Zenaida Dove,Zenaida aurita,1,Bosque Estatal de Piñones,PR-LZ,28 May 2015,L323796,S32896560,,1
776,2404,species,White-winged Dove,Zenaida asiatica,3,Bosque Estatal de Piñones,PR-LZ,28 May 2015,L323796,S32896560,,1
777,2262,species,Common Ground Dove,Columbina passerina,8,Bosque Estatal de Piñones,PR-LZ,28 May 2015,L323796,S32896560,,1
778,34060,species,Indigo Bunting,Passerina cyanea,4,**Shenandoah National Park,US-VA,26 May 2015,L159390,S32912400,,1
779,33425,species,Louisiana Waterthrush,Parkesia motacilla,1,**Shenandoah National Park,US-VA,26 May 2015,L159390,S32912400,,1
780,33423,species,Worm-eating Warbler,Helmitheros vermivorum,2,**Shenandoah National Park,US-VA,26 May 2015,L159390,S32912400,,1
781,23772,species,Barn Swallow,Hirundo rustica,40,**Shenandoah National Park,US-VA,26 May 2015,L159390,S32912400,,1
782,16697,species,Eastern Phoebe,Sayornis phoebe,1,**Shenandoah National Park,US-VA,26 May 2015,L159390,S32912400,,1
783,16615,species,Eastern Wood-Pewee,Contopus virens,2,**Shenandoah National Park,US-VA,26 May 2015,L159390,S32912400,,1
784,33889,species,Scarlet Tanager,Piranga olivacea,1,Sandy Bottom Nature Park,US-VA,13 May 2015,L718718,S36734112,,1
785,7551,species,Glossy Ibis,Plegadis falcinellus,1,Sandy Bottom Nature Park,US-VA,13 May 2015,L718718,S36734112,,1
786,26878,species,Marsh Wren,Cistothorus palustris,1,Fort Monroe,US-VA,07 May 2015,L604728,S32916224,,1
787,7469,species,Green Heron,Butorides virescens,1,Fort Monroe,US-VA,07 May 2015,L604728,S32916224,,1
788,7289,species,Brown Pelican,Pelecanus occidentalis,1,Fort Monroe,US-VA,07 May 2015,L604728,S32916224,,1
789,7253,species,Double-crested Cormorant,Nannopterum auritum,5,Fort Monroe,US-VA,07 May 2015,L604728,S32916224,,1
790,6768,species,Red-throated Loon,Gavia stellata,1,Fort Monroe,US-VA,07 May 2015,L604728,S32916224,,1
791,6725,species,Royal Tern,Thalasseus maximus,5,Fort Monroe,US-VA,07 May 2015,L604728,S32916224,,1
792,6686,species,Common Tern,Sterna hirundo,2,Fort Monroe,US-VA,07 May 2015,L604728,S32916224,,1
793,6657,species,Caspian Tern,Hydroprogne caspia,1,Fort Monroe,US-VA,07 May 2015,L604728,S32916224,,1
794,6567,species,Black Skimmer,Rynchops niger,4,Fort Monroe,US-VA,07 May 2015,L604728,S32916224,,1
795,6496,species,Herring Gull,Larus argentatus,1,Fort Monroe,US-VA,07 May 2015,L604728,S32916224,,1
796,6193,species,Semipalmated Sandpiper,Calidris pusilla,2,Fort Monroe,US-VA,07 May 2015,L604728,S32916224,,1
797,6153,species,Sanderling,Calidris alba,20,Fort Monroe,US-VA,07 May 2015,L604728,S32916224,,1
798,5805,species,Semipalmated Plover,Charadrius semipalmatus,1,Fort Monroe,US-VA,07 May 2015,L604728,S32916224,,1
799,5782,species,Black-bellied Plover,Pluvialis squatarola,1,Fort Monroe,US-VA,07 May 2015,L604728,S32916224,,1
800,5770,species,American Oystercatcher,Haematopus palliatus,1,Fort Monroe,US-VA,07 May 2015,L604728,S32916224,,1
801,9011,species,Barred Owl,Strix varia,1,Mariners' Museum Park/The Noland Trail,US-VA,05 May 2015,L523043,S32807684,,1
802,33631,species,Yellow-throated Warbler,Setophaga dominica,1,York River State Park,US-VA,03 May 2015,L718829,S32885394,,1
803,33528,species,Hooded Warbler,Setophaga citrina,1,York River State Park,US-VA,03 May 2015,L718829,S32885394,,1
804,18867,species,Yellow-throated Vireo,Vireo flavifrons,1,York River State Park,US-VA,03 May 2015,L718829,S32885394,,1
805,16641,species,Acadian Flycatcher,Empidonax virescens,1,York River State Park,US-VA,03 May 2015,L718829,S32885394,,1
806,10926,species,Red-headed Woodpecker,Melanerpes erythrocephalus,5,York River State Park,US-VA,03 May 2015,L718829,S32885394,,1
807,6091,species,Spotted Sandpiper,Actitis macularius,1,Mariners' Museum Park/The Noland Trail,US-VA,01 May 2015,L523043,S33669601,,1
808,33643,species,Prairie Warbler,Setophaga discolor,,Hilton Village,US-VA,29 Apr 2015,L11078212,S32888256,,1
809,33534,species,Northern Parula,Setophaga americana,,Hilton Village,US-VA,29 Apr 2015,L11078212,S32888256,,1
810,33529,species,American Redstart,Setophaga ruticilla,,Hilton Village,US-VA,29 Apr 2015,L11078212,S32888256,,1
811,33499,species,Common Yellowthroat,Geothlypis trichas,,Hilton Village,US-VA,29 Apr 2015,L11078212,S32888256,,1
812,33435,species,Black-and-white Warbler,Mniotilta varia,,Hilton Village,US-VA,29 Apr 2015,L11078212,S32888256,,1
813,18910,species,Red-eyed Vireo,Vireo olivaceus,,Hilton Village,US-VA,29 Apr 2015,L11078212,S32888256,,1
814,18816,species,White-eyed Vireo,Vireo griseus,,Hilton Village,US-VA,29 Apr 2015,L11078212,S32888256,,1
815,17021,species,Great Crested Flycatcher,Myiarchus crinitus,,Hilton Village,US-VA,29 Apr 2015,L11078212,S32888256,,1
816,8312,species,Red-tailed Hawk,Buteo jamaicensis,,Hilton Village,US-VA,29 Apr 2015,L11078212,S32888256,,1
817,6479,species,Ring-billed Gull,Larus delawarensis,,Hilton Village,US-VA,29 Apr 2015,L11078212,S32888256,,1
818,4776,species,Ruby-throated Hummingbird,Archilochus colubris,,Hilton Village,US-VA,29 Apr 2015,L11078212,S32888256,,1
819,1874,species,Rock Pigeon,Columba livia,,Hilton Village,US-VA,29 Apr 2015,L11078212,S32888256,N,1
820,32786,species,Swamp Sparrow,Melospiza georgiana,2,Sandy Bottom Nature Park,US-VA,09 Apr 2015,L718718,S22773574,,1
821,23666,species,Purple Martin,Progne subis,12,Sandy Bottom Nature Park,US-VA,09 Apr 2015,L718718,S22773574,,1
822,10022,species,Belted Kingfisher,Megaceryle alcyon,1,Sandy Bottom Nature Park,US-VA,09 Apr 2015,L718718,S22773574,,1
823,1831,species,Pied-billed Grebe,Podilymbus podiceps,1,Sandy Bottom Nature Park,US-VA,09 Apr 2015,L718718,S22773574,,1
824,460,species,Blue-winged Teal,Spatula discors,2,Sandy Bottom Nature Park,US-VA,09 Apr 2015,L718718,S22773574,,1
825,27539,species,Gray Catbird,Dumetella carolinensis,1,Gildersleeve School Pond,US-VA,08 Apr 2015,L3546717,S32778121,,1
826,8109,species,Sharp-shinned Hawk,Accipiter striatus,1,Gildersleeve School Pond,US-VA,08 Apr 2015,L3546717,S32778121,,1
827,11527,species,Pileated Woodpecker,Dryocopus pileatus,1,Mariners' Museum Park/The Noland Trail,US-VA,07 Apr 2015,L523043,S22741675,,1
828,8122,species,Cooper's Hawk,Accipiter cooperii,1,Mariners' Museum Park/The Noland Trail,US-VA,07 Apr 2015,L523043,S22741675,,1
829,33611,species,Palm Warbler,Setophaga palmarum,3,Mariners' Museum Park/The Noland Trail,US-VA,05 Apr 2015,L523043,S22754010,,1
830,26669,species,Blue-gray Gnatcatcher,Polioptila caerulea,3,Mariners' Museum Park/The Noland Trail,US-VA,05 Apr 2015,L523043,S22754010,,1
831,26479,species,Brown-headed Nuthatch,Sitta pusilla,1,Mariners' Museum Park/The Noland Trail,US-VA,05 Apr 2015,L523043,S22754010,,1
832,26391,species,Ruby-crowned Kinglet,Corthylio calendula,1,Mariners' Museum Park/The Noland Trail,US-VA,05 Apr 2015,L523043,S22754010,,1
833,23691,species,Northern Rough-winged Swallow,Stelgidopteryx serripennis,3,Mariners' Museum Park/The Noland Trail,US-VA,05 Apr 2015,L523043,S22754010,,1
834,21181,species,Fish Crow,Corvus ossifragus,3,Mariners' Museum Park/The Noland Trail,US-VA,05 Apr 2015,L523043,S22754010,,1
835,18873,species,Blue-headed Vireo,Vireo solitarius,2,Mariners' Museum Park/The Noland Trail,US-VA,05 Apr 2015,L523043,S22754010,,1
836,11202,species,Hairy Woodpecker,Dryobates villosus,1,Mariners' Museum Park/The Noland Trail,US-VA,05 Apr 2015,L523043,S22754010,,1
837,7640,species,Osprey,Pandion haliaetus,2,Mariners' Museum Park/The Noland Trail,US-VA,05 Apr 2015,L523043,S22754010,,1
838,6774,species,Common Loon,Gavia immer,2,Mariners' Museum Park/The Noland Trail,US-VA,05 Apr 2015,L523043,S22754010,,1
839,701,species,Bufflehead,Bucephala albeola,4,Mariners' Museum Park/The Noland Trail,US-VA,05 Apr 2015,L523043,S22754010,,1
840,324,species,Canada Goose,Branta canadensis,12,Mariners' Museum Park/The Noland Trail,US-VA,05 Apr 2015,L523043,S22754010,,1
841,32571,species,Fox Sparrow,Passerella iliaca,1,Hilton Village,US-VA,04 Apr 2015,L11078212,S22741835,,1
842,32460,species,Chipping Sparrow,Spizella passerina,4,Hilton Village,US-VA,04 Apr 2015,L11078212,S22741835,,1
843,32073,species,Pine Siskin,Spinus pinus,2,Hilton Village,US-VA,04 Apr 2015,L11078212,S22741835,,1
844,27662,species,Eastern Bluebird,Sialia sialis,1,Gildersleeve School Pond,US-VA,26 Mar 2015,L3546717,S22741965,,1
845,8187,species,Bald Eagle,Haliaeetus leucocephalus,3,Hines Middle School,US-VA,13 Mar 2015,L3546710,S22741942,,1
846,33616,species,Pine Warbler,Setophaga pinus,1,Newport News Park,US-VA,10 Mar 2015,L3546709,S22741912,,1
847,32748,species,Song Sparrow,Melospiza melodia,2,Newport News Park,US-VA,10 Mar 2015,L3546709,S22741912,,1
848,10907,species,Yellow-bellied Sapsucker,Sphyrapicus varius,1,Newport News Park,US-VA,10 Mar 2015,L3546709,S22741912,,1
849,26564,species,Brown Creeper,Certhia americana,1,Mariners' Museum Park/The Noland Trail,US-VA,24 Feb 2015,L523043,S22741858,,1
850,634,species,Ring-necked Duck,Aythya collaris,1,Mariners' Museum Park/The Noland Trail,US-VA,24 Feb 2015,L523043,S22741858,,1
851,515,species,Mallard,Anas platyrhynchos,2,Mariners' Museum Park/The Noland Trail,US-VA,24 Feb 2015,L523043,S22741858,,1
852,433,species,Wood Duck,Aix sponsa,2,Mariners' Museum Park/The Noland Trail,US-VA,24 Feb 2015,L523043,S22741858,,1
853,33967,species,Northern Cardinal,Cardinalis cardinalis,1,Hilton Village,US-VA,13 Feb 2015,L11078212,S22741774,,1
854,33622,species,Yellow-rumped Warbler,Setophaga coronata,1,Hilton Village,US-VA,13 Feb 2015,L11078212,S22741774,,1
855,33327,species,Common Grackle,Quiscalus quiscula,1,Hilton Village,US-VA,13 Feb 2015,L11078212,S22741774,,1
856,33307,species,Brown-headed Cowbird,Molothrus ater,1,Hilton Village,US-VA,13 Feb 2015,L11078212,S22741774,,1
857,33251,species,Red-winged Blackbird,Agelaius phoeniceus,1,Hilton Village,US-VA,13 Feb 2015,L11078212,S22741774,,1
858,32888,species,Eastern Towhee,Pipilo erythrophthalmus,1,Hilton Village,US-VA,13 Feb 2015,L11078212,S22741774,,1
859,32672,species,White-throated Sparrow,Zonotrichia albicollis,1,Hilton Village,US-VA,13 Feb 2015,L11078212,S22741774,,1
860,32595,species,Dark-eyed Junco,Junco hyemalis,1,Hilton Village,US-VA,13 Feb 2015,L11078212,S22741774,,1
861,32095,species,American Goldfinch,Spinus tristis,1,Hilton Village,US-VA,13 Feb 2015,L11078212,S22741774,,1
862,31018,species,House Sparrow,Passer domesticus,1,Hilton Village,US-VA,13 Feb 2015,L11078212,S22741774,N,1
863,28096,species,American Robin,Turdus migratorius,1,Hilton Village,US-VA,13 Feb 2015,L11078212,S22741774,,1
864,27866,species,Hermit Thrush,Catharus guttatus,1,Hilton Village,US-VA,13 Feb 2015,L11078212,S22741774,,1
865,27652,species,Northern Mockingbird,Mimus polyglottos,1,Hilton Village,US-VA,13 Feb 2015,L11078212,S22741774,,1
866,27577,species,Brown Thrasher,Toxostoma rufum,1,Hilton Village,US-VA,13 Feb 2015,L11078212,S22741774,,1
867,27356,species,European Starling,Sturnus vulgaris,1,Hilton Village,US-VA,13 Feb 2015,L11078212,S22741774,N,1
868,26897,species,Carolina Wren,Thryothorus ludovicianus,1,Hilton Village,US-VA,13 Feb 2015,L11078212,S22741774,,1
869,26436,species,White-breasted Nuthatch,Sitta carolinensis,1,Hilton Village,US-VA,13 Feb 2015,L11078212,S22741774,,1
870,21771,species,Tufted Titmouse,Baeolophus bicolor,1,Hilton Village,US-VA,13 Feb 2015,L11078212,S22741774,,1
871,21671,species,Carolina Chickadee,Poecile carolinensis,1,Hilton Village,US-VA,13 Feb 2015,L11078212,S22741774,,1
872,21168,species,American Crow,Corvus brachyrhynchos,1,Hilton Village,US-VA,13 Feb 2015,L11078212,S22741774,,1
873,20899,species,Blue Jay,Cyanocitta cristata,1,Hilton Village,US-VA,13 Feb 2015,L11078212,S22741774,,1
874,11665,species,Northern Flicker,Colaptes auratus,1,Hilton Village,US-VA,13 Feb 2015,L11078212,S22741774,,1
875,11175,species,Downy Woodpecker,Dryobates pubescens,1,Hilton Village,US-VA,13 Feb 2015,L11078212,S22741774,,1
876,10979,species,Red-bellied Woodpecker,Melanerpes carolinus,1,Hilton Village,US-VA,13 Feb 2015,L11078212,S22741774,,1
877,7624,species,Turkey Vulture,Cathartes aura,2,Hilton Village,US-VA,13 Feb 2015,L11078212,S22741774,,1
878,7514,species,Great Blue Heron,Ardea herodias,1,Hilton Village,US-VA,13 Feb 2015,L11078212,S22741774,,1
879,2427,species,Mourning Dove,Zenaida macroura,1,Hilton Village,US-VA,13 Feb 2015,L11078212,S22741774,,1
880,29386,species,Cedar Waxwing,Bombycilla cedrorum,40,Hilton Village,US-VA,15 Jan 2015,L11078212,S22741804,,1
881,9056,species,Striped Owl,Asio clamator,4,Estancia Villa Maria,AR-B,11 Jul 2014,L7101920,S43853989,,1
882,17055,species,Great Kiskadee,Pitangus sulphuratus,1,Isla de Ometepe--Peña Inculta,NI-RI,06 Apr 2014,L1920660,S38278419,,1
883,7620,species,Black Vulture,Coragyps atratus,4,Isla de Ometepe--Peña Inculta,NI-RI,06 Apr 2014,L1920660,S38278419,,1
884,7491,species,Great Egret,Ardea alba,2,Isla de Ometepe--Peña Inculta,NI-RI,06 Apr 2014,L1920660,S38278419,,1
885,7416,species,Snowy Egret,Egretta thula,3,Isla de Ometepe--Peña Inculta,NI-RI,06 Apr 2014,L1920660,S38278419,,1
886,5413,species,Russet-naped Wood-Rail,Aramides albiventris,1,PN Santa Rosa--Sector Playa Naranjo,CR-G,04 Apr 2014,L486096,S54862736,,1
38,263,species,Graylag Goose,Anser anser,8,Parque 3 de Febrero (Bosques de Palermo),AR-C,14 Dec 2021,L1295521,S98880887,X,0
203,539,hybrid,Mallard x American Black Duck (hybrid),Anas platyrhynchos x rubripes,1,Anderson Park,US-VA,14 Jan 2018,L718297,S41908309,,0
